pc4,buurt_key,address_count
4338,06873247,285
4339,06874051,538
4341,06875058,650
4351,07170000,325
4352,07170100,163
4353,07170300,743
4354,07170200,398
4356,07170500,725
4357,07170400,1202
4361,07171200,1370
4363,07170600,479
4364,07170700,473
4365,07170800,455
4371,07170900,1312
4373,07171000,353
4374,07171100,912
4381,07180100,2762
4382,07180202,1089
4383,07180206,938
4384,07180301,897
4385,07180401,982
4386,07180406,706
4387,07180406,176
4388,07180500,1101
4389,07180600,164
4401,07030000,1553
4411,07030400,812
4413,07030200,795
4414,07030300,360
4415,07030600,147
4416,07030100,809
4417,07030501,468
4421,06780000,3954
4423,06780200,186
4424,06780100,1494
4431,06541301,1834
4433,06540601,294
4434,06540701,343
4435,06540101,204
4436,06541101,227
4437,06540401,188
4438,06540301,189
4441,06541201,489
4443,06541001,213
4444,06541401,180
4451,06540501,2415
4453,06541501,854
4454,06540201,526
4455,06540901,491
4456,06540801,614
4458,06640550,539
4461,06640102,3155
4462,06640103,2392
4463,06640105,3176
4464,06640106,591
4465,06640109,401
4471,06640880,801
4472,06640770,474
4474,06640440,183
4475,06640220,313
4481,06640330,817
4482,06780009,10
4484,16950000,883
4485,16950200,207
4486,16950100,864
4491,16950400,629
4493,16950309,1262
4494,16950500,157
4501,17140500,2281
4503,17140900,492
4504,17140801,559
4505,17140600,289
4506,17140701,942
4507,17141300,669
4508,17141400,151
4511,17141000,2170
4513,17141100,335
4515,17141200,968
4521,07150301,632
4522,17141209,80
4524,17140000,1216
4525,17140109,357
4527,17140200,1100
4528,17140400,65
4529,17140300,280
4531,07152001,2047
4532,07152101,1476
4533,07152401,1794
4535,07152305,1253
4536,07152303,1181
4537,07152104,758
4538,07152202,238
4539,07151701,69
4541,07151501,1176
4542,07150501,1113
4543,07152701,894
4551,07151301,1922
4553,07151101,899
4554,07152501,941
4561,06770101,1054
4562,06770107,407
4564,06770201,687
4565,06770701,154
4566,06770501,479
4567,06770301,715
4568,06770601,414
4569,06770401,333
4571,07150101,3689
4574,07152901,347
4575,07150901,67
4576,07150701,876
4581,06771102,399
4583,06771001,152
4584,06771402,61
4585,06771202,180
4586,06770901,207
4587,06770802,591
4588,06771502,169
4589,06771302,123
4611,07480000,2441
4612,07480302,460
4613,07480102,1040
4614,07480101,1121
4615,07480005,1363
4616,07480301,926
4617,07480300,3175
4621,07480200,2192
4622,07480206,83
4623,07480202,1764
4624,07480203,1646
4625,07480204,1184
4631,08730000,3020
4634,08730001,557
4635,08730100,706
4641,08730200,1856
4645,08730300,1729
4651,08510000,2008
4652,08510003,309
4655,08510200,175
4661,07480400,1309
4664,07480500,640
4671,08510300,2387
4675,07160700,917
4681,08510400,924
4691,07160000,3767
4693,07160100,592
4694,07160200,678
4695,07160300,1611
4696,07160400,795
4697,07160500,1969
4698,07160600,1105
4701,16740000,1693
4702,16740202,1331
4703,16740303,1138
4704,16740800,360
4705,16740802,153
4706,16740600,1787
4707,16740404,1366
4708,16740702,1339
4709,16741000,538
4711,08400100,3931
4714,08400200,1684
4715,08400000,1678
4721,08400300,301
4722,08400309,54
4724,16741100,2070
4725,16741400,284
4726,16741200,611
4727,16741300,170
4731,16550301,2203
4735,08400400,729
4741,16550401,2086
4744,16550501,932
4751,16550101,2518
4754,16550201,494
4756,08510100,791
4758,17090600,862
4759,17090500,401
4761,17090002,1740
4762,17090003,640
4765,17090100,595
4766,17190502,8
4771,17090200,186
4772,17090200,74
4781,17090400,241
4782,17090400,232
4791,17090300,2521
4793,17090700,2349
4794,17090800,232
4796,17091009,69
4797,17090900,465
4811,07580004,1975
4812,07580501,3495
4813,07580503,3911
4814,07580502,3386
4815,07580100,1554
4816,07580101,2514
4817,07580200,4571
4818,07580202,1978
4819,07580400,1746
4822,07580602,1744
4823,07580604,1413
4824,07580600,2280
4825,07580105,314
4826,07580102,2723
4827,07580103,1802
4834,07580301,3102
4835,07580303,2261
4836,07580309,389
4837,07580401,866
4838,07580508,334
4839,07580509,160
4841,07580900,4598
4844,17190307,728
4845,17190403,361
4847,07581000,3547
4849,08261300,1054
4851,07580800,1957
4854,07580700,2256
4855,17230401,288
4856,17230301,94
4858,17230501,114
4859,17230601,18
4861,17230207,435
4871,07771015,1542
4872,07770005,2320
4873,07772002,732
4874,07771012,558
4875,07770003,491
4876,07772006,835
4877,07771100,34
4878,07770100,133
4879,07772100,411
4881,08790000,3265
4882,08790100,489
4884,08790200,445
4885,08790309,336
4891,08790400,1960
4901,08260000,3289
4902,08260101,2215
4903,08260800,151
4904,08260500,995
4905,08260200,426
4906,08260701,1236
4907,08260605,1031
4908,08260607,833
4909,08261200,350
4911,08261100,353
4921,17190207,921
4924,17190104,167
4926,17190603,574
4927,17190504,306
4931,07790200,1455
4941,07790000,3188
4942,07790001,1481
4944,07790100,862
5011,08554306,1012
5012,08554403,726
5013,08552904,182
5014,08552504,783
5015,08554502,338
5017,08551104,812
5018,08551302,376
5021,08551604,956
5022,08553207,809
5025,08551706,1013
5026,08553303,535
5032,08553503,899
5035,08555602,839
5036,08555801,830
5037,08553704,984
5038,08551002,1741
5041,08552702,1116
5042,08553804,933
5043,08554801,804
5044,08553903,902
5045,08554902,658
5046,08552304,970
5047,08556004,141
5048,08555904,198
5049,08554202,868
5051,07850608,1149
5052,07850918,451
5053,07850813,278
5056,08556608,746
5057,08556610,779
5059,08240301,101
5061,08241102,1202
5062,08241002,669
5063,08240201,655
5066,08240701,531
5071,08556706,1011
5074,08556801,271
5076,08241601,1908
5081,07980000,3635
5084,07980200,293
5085,07980100,349
5087,07980300,1330
5089,07980400,230
5091,08230200,1170
5094,16670200,623
5095,16670100,554
5096,16670300,211
5101,07660101,1717
5102,07660103,1782
5103,07660107,1325
5104,07660105,1468
5105,07660110,131
5106,07660112,256
5107,07660114,163
5109,07660216,898
5111,07440103,609
5113,07440201,242
5114,07440301,57
5121,07840102,1591
5122,07840106,1109
5124,07840401,304
5125,07840301,107
5126,07840204,937
5131,17230102,506
5133,07852027,933
5141,08670001,1924
5142,08670003,1551
5143,08670005,1402
5144,08670006,2063
5145,08670010,436
5146,08670104,1801
5151,07970105,2699
5152,07970104,2372
5154,07970200,717
5156,07971100,1153
5157,07970600,27
5158,07970800,82
5161,08670101,1728
5165,08670200,1576
5171,08092055,774
5172,08091001,788
5175,08093070,1284
5176,08094095,230
5211,07960101,4368
5212,07960401,1573
5213,07960304,1062
5215,07960211,2095
5216,07960202,2168
5221,07961204,1103
5222,07961109,271
5223,07961102,2735
5224,07961107,3684
5231,07960901,975
5232,07960902,510
5233,07960908,931
5234,07961010,115
5235,07961002,1223
5236,07960803,1119
5237,07961009,1206
5241,07960607,1058
5242,07960506,1719
5243,07960603,992
5244,07960505,1045
5245,07960706,982
5246,07960305,1821
5247,07960704,1292
5248,07960502,484
5249,07960605,151
5251,07970503,2141
5252,07970501,891
5253,07970400,1131
5254,07970300,876
5255,07970900,256
5256,07971000,773
5257,07970700,84
5258,08450300,1807
5261,08650000,1952
5262,08650102,1410
5263,08650002,790
5264,08650002,169
5266,08650200,293
5268,08650300,1647
5271,08450001,1669
5272,08450002,716
5275,08450200,1491
5281,07570000,2483
5282,07570002,1714
5283,07570001,3993
5291,08450100,347
5292,08450108,69
5293,08450100,177
5294,08450108,42
5296,07573000,738
5298,07570200,1731
5301,02970001,2101
5302,02970007,1308
5305,02970103,485
5306,02970100,1005
5307,02970101,192
5308,02970102,597
5311,02970203,961
5313,02970204,193
5314,02970201,531
5315,02970200,150
5316,02970202,81
5317,02970300,469
5318,02970309,12
5321,02630200,1937
5324,02630100,1245
5325,02630101,215
5327,02630401,266
5328,02630400,902
5331,02630000,2727
5333,02630002,63
5334,02630008,329
5335,02630003,211
5341,08280000,1550
5342,08280300,1215
5343,08280603,1036
5344,08280602,1329
5345,08280700,1030
5346,08280401,951
5347,08280106,411
5348,08280100,1043
5349,08280202,228
5351,08281001,2175
5352,08281700,233
5353,08281701,70
5354,08281702,68
5355,08281703,30
5356,08281601,67
5357,08281600,187
5358,08281403,106
5359,08281609,22
5361,19820207,1307
5363,19820103,253
5364,19820301,386
5366,08281300,724
5367,08281200,272
5368,08281100,287
5371,08281400,1079
5373,08281500,1009
5374,19910401,2540
5375,19910501,590
5381,07961401,258
5382,07961401,297
5383,07961499,116
5384,17210120,932
5386,08282200,1672
5388,17210310,376
5391,07961301,1193
5392,07961301,223
5394,08282000,328
5395,08281901,62
5396,08281900,298
5397,08281800,1286
5398,08282100,328
5401,19910101,2001
5402,19910105,1669
5403,19910110,1713
5404,19910113,1468
5405,19910115,528
5406,19910116,2043
5408,19910201,1009
5409,19910301,583
5411,19910601,1989
5421,16520000,2243
5422,16520202,886
5423,16520300,602
5424,16520500,270
5425,16520400,392
5427,07550000,2617
5428,07550100,435
5431,19820801,2284
5432,19820807,3246
5433,19820601,138
5434,19821101,386
5435,19821201,118
5437,19820701,581
5438,19820401,341
5439,19820501,89
5441,19821401,779
5443,19821301,859
5445,19822001,216
5446,19821701,1013
5447,19821801,547
5449,19821705,27
5451,19821001,958
5453,19820903,646
5454,19821501,440
5455,19821601,346
5461,19480429,1591
5462,19480404,651
5463,19480431,833
5464,19480402,878
5465,19480433,388
5466,19480418,478
5467,19480423,951
5469,19480102,508
5471,17210506,28
5472,17210506,347
5473,17210201,340
5476,17210602,548
5481,19480202,645
5482,19480201,970
5491,19480311,998
5492,19480317,1020
5501,08610006,2254
5502,08610002,2265
5503,08610003,1841
5504,08610000,2525
5505,08610004,1671
5506,08610005,1199
5507,08610200,1032
5508,08610100,1551
5509,08610103,1453
5511,07700500,355
5512,07700300,746
5513,07700400,593
5521,07700000,1319
5524,07700200,532
5525,07700100,665
5527,17280202,895
5528,17280300,729
5529,17280400,409
5531,17280003,1058
5534,17280100,348
5541,16670000,3045
5551,08580102,1052
5552,08580001,1673
5553,08580002,869
5554,08580000,2113
5555,08580003,856
5556,08580200,451
5561,17240302,213
5563,17240605,804
5571,17240003,520
5575,17240201,213
5581,08660000,2941
5582,08660002,1415
5583,08660003,1658
5591,16580014,632
5595,16580112,383
5611,07721110,2161
5612,07724120,1520
5613,07723120,1504
5614,07722140,1240
5615,07727110,1346
5616,07726120,1868
5617,07726160,1539
5621,07724210,2216
5622,07724240,1627
5623,07724310,2736
5624,07725120,2434
5625,07725130,1766
5626,07725210,1444
5627,07725230,1905
5628,07725320,2348
5629,07725340,2872
5631,07724340,1520
5632,07725430,2524
5633,07725450,91
5641,07723330,1943
5642,07723210,1628
5643,07722370,1370
5644,07722220,1324
5645,07722340,665
5646,07722350,635
5647,07722399,17
5651,07726240,1280
5652,07726220,1839
5653,07727310,1638
5654,07727240,1652
5655,07727320,1440
5656,07727270,49
5657,07726370,247
5658,07726330,2220
5661,17710007,411
5662,17710001,1261
5663,17710003,1818
5664,17710000,1511
5665,17710006,2632
5666,17710005,1747
5667,17710004,1948
5671,08200000,2846
5672,08200001,3119
5673,08200002,2516
5674,08200100,771
5681,07531501,278
5682,07530701,1442
5683,07530201,895
5684,07530901,1786
5685,07531401,1441
5688,08230000,2165
5689,08230008,223
5691,08480000,2433
5692,08480009,657
5694,08480101,1442
5701,07941000,2083
5702,07941200,1761
5703,07941102,1350
5704,07941400,1440
5705,07941006,1399
5706,07941300,1609
5707,07941500,1739
5708,07941700,2006
5709,07941802,2087
5711,08470001,1233
5712,08470003,1117
5715,08470101,541
5721,07430502,823
5722,07430405,195
5724,07431001,217
5725,07430801,721
5731,17710111,1668
5735,16590100,2285
5737,16590200,1582
5738,16590300,448
5741,16590000,2568
5751,07620301,1394
5752,07620108,348
5753,07620400,701
5754,07620201,1052
5756,07620500,436
5757,07620600,1059
5758,07620700,532
5759,07620800,231
5761,16520600,1845
5763,16520700,523
5764,16520800,380
5766,15070000,204
5768,18940501,1154
5801,09841101,1483
5802,09841601,1037
5803,09841702,917
5804,09841901,910
5807,09840601,1005
5808,09840701,470
5809,09841001,831
5811,09840801,329
5812,09840101,209
5813,09840201,979
5814,09840901,218
5815,09840301,432
5816,09840401,86
5817,09840501,72
5821,19823101,978
5823,19823301,305
5824,19823201,159
5825,19823001,1325
5826,19822801,109
5827,19822701,196
5831,19822211,1186
5835,19821901,520
5836,19822401,565
5841,19822501,477
5843,19822901,142
5844,19822601,276
5845,19822301,1588
5846,19822101,192
5851,08930440,700
5853,08930550,638
5854,08930330,2090
5855,08930660,593
5856,08930770,256
5861,09842101,897
5862,09842201,188
5863,09842301,462
5864,15071300,694
5865,15071400,448
5866,15071500,364
5871,15070600,367
5872,15070900,271
5911,09831101,1187
5912,09831201,944
5913,09831307,1028
5914,09831402,1477
5915,09831502,472
5916,09831601,526
5921,09832101,1703
5922,09832202,1305
5923,09832301,608
5924,09832401,489
5925,09832501,1168
5926,09832601,721
5927,09832701,239
5928,09832801,248
5931,09833102,1912
5932,09833204,1678
5935,09833502,908
5941,09834102,1009
5943,09834301,393
5944,09834401,875
5951,09835101,2136
5953,08890000,3261
5954,08890100,913
5961,15070401,1183
5962,15070500,485
5963,15070300,483
5964,15070209,420
5966,15070100,486
5971,15070803,483
5973,15070700,493
5975,15071000,2236
5976,15071100,283
5977,15071209,73
5981,18940102,1159
5984,18940601,371
5985,18940901,401
5986,18941101,634
5987,18941001,426
5988,18940801,1093
5991,18940401,1109
5993,18940301,1055
5995,18940201,1118
6001,09881101,1944
6002,09880101,2438
6003,09880301,1177
6004,09882401,1740
6005,09882301,1084
6006,09882101,2194
6011,16401100,498
6012,16401200,117
6013,16401300,317
6014,16401500,701
6015,16401400,563
6017,16410400,1100
6019,16410700,938
6021,17060000,3626
6023,17060100,820
6024,17060200,600
6026,17060300,1978
6027,17060400,671
6028,17060500,297
6029,16580310,367
6031,09460101,3327
6034,09460401,557
6035,09460301,1040
6037,16400900,277
6039,09883401,2014
6041,09570000,3651
6042,09570300,1589
6043,09570100,2161
6044,09570400,951
6045,09570200,1007
6049,09570701,1490
6051,16410000,2744
6061,16690401,1570
6063,16690601,918
6065,16690101,1261
6067,16410100,1864
6071,09570801,1199
6074,16690301,1617
6075,16690501,1814
6077,16690201,1300
6081,16400500,1849
6082,16400600,369
6083,16400400,250
6085,16400700,1502
6086,16400300,1123
6088,16400200,1501
6089,16400100,241
6091,09460501,245
6092,09460501,121
6093,16400000,2589
6095,16400800,887
6096,16401000,624
6097,16410500,1670
6099,16410600,850
6101,17110524,1782
6102,17110732,1312
6104,17111143,661
6105,17110630,349
6107,16410200,612
6109,16410301,293
6111,17111041,212
6112,17111041,305
6114,17110161,600
6116,17110417,548
6118,17110939,766
6121,18830604,1225
6122,18830602,905
6123,18830601,538
6124,18830701,307
6125,18830700,757
6127,18830702,1034
6129,09710202,1239
6131,18830100,1864
6132,18830205,1586
6133,18830102,1237
6134,18830101,809
6135,18830001,2599
6136,18830200,1571
6137,18830205,1114
6141,18830401,1115
6142,18830402,566
6143,18830400,496
6151,18830300,2043
6153,18830301,32
6155,19540501,887
6161,18830501,2343
6162,18830502,2236
6163,18830503,3747
6164,18830504,2520
6165,18830505,2351
6166,18830506,2603
6167,18830606,11
6171,09710000,1345
6174,19540503,275
6176,08880002,1471
6181,09710100,3200
6191,08880000,4295
6199,08880109,173
6211,09350003,1086
6212,09350100,1118
6213,09350102,652
6214,09350201,1903
6215,09350209,2179
6216,09350203,955
6217,09350205,1248
6218,09350207,2094
6219,09350300,582
6221,09350006,1436
6222,09350403,1071
6223,09350501,755
6224,09350402,1399
6225,09350406,2497
6226,09350405,2213
6227,09350602,3061
6228,09350603,2279
6229,09350601,1550
6231,09380000,2589
6235,09380100,1140
6237,09380205,140
6241,09380200,2206
6243,09380204,441
6245,19030000,1853
6247,19030100,1045
6251,19030401,161
6252,19030401,59
6255,19030502,320
6261,19030500,385
6262,19030501,387
6265,19030400,400
6267,19030300,1428
6268,19030303,146
6269,19030200,1613
6271,17290000,1649
6273,17290001,83
6274,17290003,204
6276,17290601,62
6277,17290600,176
6278,17290602,20
6281,17290400,579
6285,17290500,310
6286,17290300,309
6287,17290200,619
6289,17290103,29
6291,09810100,3557
6294,09810000,597
6295,09810005,317
6301,09940000,1815
6305,09940200,306
6307,19030204,126
6311,09860501,320
6312,09860501,66
6321,17290100,833
6325,09940400,1249
6333,19540400,923
6336,19540300,1379
6341,09940500,14
6342,09940500,44
6343,09860401,812
6351,09650100,1941
6353,09650103,14
6361,19540100,2210
6363,19540200,606
6365,19540500,727
6367,09860201,1526
6369,09650000,1171
6371,08820001,820
6372,08820008,1581
6373,08820102,1673
6374,08820204,1407
6411,09173300,1588
6412,09173001,1156
6413,09172101,1736
6414,09172200,1102
6415,09173202,1399
6416,09173902,918
6417,09173801,2206
6418,09174000,2142
6419,09173601,1799
6421,09172000,4
6422,09174200,150
6431,09171200,1853
6432,09171000,1819
6433,09171301,1328
6436,19540600,754
6438,19540601,1607
6439,19540603,473
6441,08990207,767
6442,08990317,545
6443,08990318,509
6444,08990126,648
6445,08990429,637
6446,08990134,891
6447,19540003,713
6451,19540000,2089
6454,19540001,329
6456,19540002,364
6461,09280100,2336
6462,09280105,2102
6463,09280204,862
6464,09280205,1033
6465,09280004,1012
6466,09280000,1740
6467,09280002,1740
6468,09280009,111
6469,09280201,295
6471,09280200,1157
6511,02680101,4132
6512,02680202,2073
6515,02680950,2246
6521,02680204,2491
6522,02680205,1537
6523,02680206,3119
6524,02680203,2444
6525,02680618,1792
6531,02680511,2254
6532,02680512,1027
6533,02680615,2875
6534,02680616,1237
6535,02680616,4016
6536,02680737,1847
6537,02680733,2010
6538,02680732,2665
6541,02680320,5201
6542,02680321,3026
6543,02680423,2713
6544,02680424,3191
6545,02680841,2413
6546,02680840,2304
6551,02090382,674
6561,19450505,1081
6562,19450200,875
6564,19450600,286
6566,19450901,1247
6571,19450100,608
6572,19450101,143
6573,19450000,720
6574,19451200,151
6575,19451100,34
6576,19451000,984
6577,19450400,64
6578,19450800,711
6579,19450700,227
6581,02520002,2826
6582,02520000,413
6584,09440000,1755
6585,09440001,1418
6586,09440100,190
6587,09440101,334
6591,09070302,2078
6595,09070100,613
6596,09070000,1009
6598,09070408,823
6599,09070200,249
6601,02960109,2064
6602,02960114,1204
6603,02960138,1134
6604,02960100,776
6605,02960123,730
6606,02960700,120
6611,02520100,790
6612,02520101,269
6613,02960200,214
6615,02960601,44
6616,02960500,317
6617,02960400,565
6621,06680600,1056
6624,02630300,451
6626,06680100,361
6627,06680700,368
6628,06680200,129
6629,06680300,242
6631,02250602,472
6634,02960300,229
6641,02090145,756
6642,02090161,1047
6644,02090275,444
6645,02090491,531
6651,02250202,857
6652,02250204,441
6653,02250302,710
6654,02250402,557
6655,02250502,500
6657,06680500,601
6658,06680400,2578
6659,06680800,985
6661,17340502,800
6662,17340202,693
6663,02680970,7101
6665,17341807,449
6666,17341502,624
6668,17341401,337
6669,17400200,1433
6671,17341106,492
6672,17341301,38
6673,17341006,566
6674,17340902,901
6675,17341706,460
6676,17341903,25
6677,17340802,127
6678,17340701,830
6681,17050005,953
6684,17050700,49
6685,17050600,745
6686,17050500,876
6687,17050400,906
6691,17050104,733
6701,02890901,1118
6702,02890801,1184
6703,02891001,525
6704,02891202,156
6705,02891101,501
6706,02890701,1073
6707,02890604,1204
6708,02890102,893
6709,02890502,640
6711,02280101,2162
6712,02280201,1071
6713,02280203,1274
6714,02280303,1671
6715,02280306,1003
6716,02281203,1074
6717,02281003,1723
6718,02280403,1525
6721,02283004,1813
6731,02289001,713
6732,02287001,767
6733,02288001,588
6741,02284001,1687
6744,02285001,795
6745,02286031,75
6811,02020101,1138
6812,02021471,840
6813,02021264,613
6814,02021261,1229
6815,02020952,1579
6816,02021365,402
6821,02020631,1317
6822,02020733,1217
6823,02021053,1993
6824,02020843,896
6825,02020526,2588
6826,02020425,1880
6827,02020339,422
6828,02020211,1129
6831,02021990,1917
6832,02021886,670
6833,02021783,993
6834,02021815,879
6835,02021993,2115
6836,02022318,2084
6841,02021682,2005
6842,02022092,1087
6843,02022191,1667
6844,02022295,1933
6845,02022296,2896
6846,02022447,2526
6851,17050210,722
6852,17050208,1196
6861,02741206,701
6862,02741102,833
6865,02740801,1080
6866,02740303,614
6869,02740902,321
6871,02740103,833
6874,02740603,280
6877,02289053,9
6881,02750200,3504
6882,02750201,2645
6883,02750202,1395
6891,02770000,697
6901,02990003,1329
6902,02990009,422
6903,02990006,1184
6904,02990004,1898
6905,02990016,1126
6909,02990100,719
6911,02990600,933
6913,02990701,275
6914,02990800,366
6915,02990900,1351
6916,02991000,1183
6917,02991100,236
6921,02260301,1781
6922,02260402,2033
6923,02260501,757
6924,02260601,428
6931,02930000,2632
6932,02930002,1368
6941,19550201,1250
6942,19550200,2246
6951,02750001,3804
6952,02750002,2135
6953,02750000,907
6955,02750004,406
6956,02750003,379
6957,02750005,389
6961,02130605,1506
6964,02130500,159
6971,02130302,789
6974,02130400,237
6975,02130200,117
6981,02210100,1355
6982,02210103,1103
6983,02210104,1247
6984,02210108,45
6986,02990200,551
6987,02990300,1239
6988,02990302,355
6991,02750100,3593
6994,02750103,495
6996,18760403,396
6997,18760401,186
6998,18760402,201
6999,18760400,469
7001,02220104,751
7002,02220204,1142
7003,02220303,664
7004,02220401,1159
7005,02220505,382
7006,02220606,909
7007,02220706,515
7008,02220801,432
7009,02220905,1072
7011,02221104,926
7021,18760100,2675
7025,18760104,378
7031,02223112,1064
7035,19550101,370
7036,19550106,89
7037,19550100,498
7038,19550002,965
7039,19550005,260
7041,19550000,2330
7044,19550001,74
7045,19550003,222
7046,19550008,24
7047,19550004,285
7048,19550008,54
7051,15090300,2399
7054,15090301,181
7055,15090307,287
7061,15090200,1933
7064,15090202,2181
7065,15090309,235
7071,15090001,2160
7075,15090003,569
7076,15090004,261
7077,15090102,151
7078,15090101,235
7081,15090100,1749
7083,15090108,73
7084,15090104,170
7091,01970400,1367
7095,01970409,207
7101,02940000,1930
7102,02940001,1806
7103,02940003,1637
7104,02940104,278
7105,02940106,140
7106,02940106,149
7107,02940107,200
7108,02940121,311
7109,02940109,145
7113,02940106,109
7115,02940103,121
7119,02940120,111
7121,01970302,803
7122,01970301,843
7123,01970303,538
7126,01970204,629
7131,15860106,900
7132,15860109,420
7134,15860501,186
7135,15860201,311
7136,15860301,454
7137,15860401,330
7141,15860603,1024
7142,15860615,151
7151,18590119,508
7152,18590120,322
7156,18590200,532
7157,18590109,292
7161,18590312,680
7165,18590302,225
7201,03010000,1406
7202,03010002,1261
7203,03010202,603
7204,03010103,898
7205,03010004,1000
7206,03010303,750
7207,03010401,1093
7211,02620401,1561
7213,02620400,1614
7214,02620402,678
7215,02620406,173
7216,02620509,110
7217,02620508,359
7218,02620500,353
7221,18760300,878
7223,18760302,243
7224,18760304,29
7225,18760303,73
7226,18760301,56
7227,18760309,151
7231,03010500,1654
7232,03010502,1014
7233,18760203,58
7234,18760202,181
7241,02620003,1164
7242,02620001,1625
7244,02620300,415
7245,02620200,778
7251,18760200,2269
7255,18760000,1980
7256,18760001,421
7261,18590411,577
7263,15860701,187
7271,18590000,482
7273,18590005,141
7274,18590007,275
7275,18590006,166
7311,02000101,3154
7312,02000206,3044
7313,02000204,752
7314,02000203,1734
7315,02000803,920
7316,02000806,1825
7317,02000801,278
7321,02000601,1792
7322,02000702,1842
7323,02000704,2140
7324,02000708,879
7325,02000604,2389
7326,02000503,2244
7327,02000505,2375
7328,02000501,1970
7329,02000506,1449
7331,02000402,2438
7332,02000407,291
7333,02000404,1509
7334,02000305,777
7335,02000304,1547
7336,02000307,155
7339,02000301,1535
7341,02001706,273
7345,02001704,369
7346,02001102,87
7348,02001104,63
7351,02001201,317
7352,02289052,28
7361,02001401,1075
7364,02001501,260
7371,02001302,970
7381,02001602,320
7382,02851001,354
7383,02851201,708
7384,02850901,462
7391,02850505,1015
7392,02850507,261
7395,02850401,317
7396,02850201,507
7397,02850102,152
7399,02130101,113
7411,01500101,1680
7412,01500304,1328
7413,01500401,1140
7414,01500501,1776
7415,01500601,1280
7416,01500406,867
7417,01500702,1415
7418,01500704,404
7419,01500201,971
7421,01501008,653
7422,01501004,1123
7423,01500801,983
7424,01500905,933
7425,01500901,1122
7426,01500907,6
7427,01501010,20
7428,01501505,49
7429,01501002,504
7431,01501101,1839
7433,01501201,1829
7434,01501401,239
7435,01501301,118
7437,01501501,1910
7439,02850601,119
7441,01630303,831
7442,01630406,946
7443,01630602,1043
7447,01630102,456
7448,01630700,453
7451,17420311,868
7461,17421004,619
7462,17421006,887
7463,17420902,1008
7466,01890509,85
7467,01890508,109
7468,01890302,764
7471,17350000,1574
7472,17350109,112
7475,17350200,1568
7478,17350500,574
7481,01580001,1003
7482,01580030,786
7483,01580060,781
7491,17350609,1013
7495,17350908,142
7496,17350800,697
7497,17350900,347
7511,01530003,2593
7512,01530005,1780
7513,01530007,1060
7514,01530001,720
7515,01500606,5
7521,01530301,2363
7522,01530400,1064
7523,01530404,2201
7524,01530900,796
7525,01530902,102
7531,01530502,1686
7532,01530801,1149
7533,01530100,1932
7534,01530802,1251
7535,01530102,977
7536,01530905,32
7541,01530103,1554
7542,01530601,2022
7543,01530201,1619
7544,01530606,2130
7545,01530203,2264
7546,01530607,1604
7547,01530700,468
7548,01530901,1203
7551,01640000,878
7552,01640403,1929
7553,01640501,2079
7554,01640600,283
7555,01640604,2115
7556,01640100,1800
7557,01640200,1859
7558,01640300,926
7559,01640800,1016
7561,17741910,506
7562,01731000,46
7571,01730100,1584
7572,01730300,1620
7573,01730500,746
7574,01730600,1751
7575,01730800,488
7576,01731100,2595
7577,01731200,2147
7581,01680003,2412
7582,01680001,2151
7585,01680101,92
7586,01680201,1556
7587,01680301,1171
7588,01680409,229
7591,17741014,839
7595,17741611,384
7596,17741710,542
7597,17741899,285
7601,01411103,1007
7602,01411201,956
7603,01411303,954
7604,01411405,753
7605,01411501,613
7606,01411604,920
7607,01411000,1525
7608,01411805,1285
7609,01411909,1028
7610,01411209,18
7611,01412001,415
7614,01830800,125
7615,01830200,417
7621,01470006,1290
7622,01470001,1823
7623,01470000,1783
7625,01470101,405
7626,01470105,106
7627,01412100,458
7631,17741513,517
7634,17741210,203
7635,17741110,168
7636,17741398,118
7637,17742199,117
7638,17742099,58
7641,01890004,1074
7642,01890002,795
7645,01890209,172
7651,01830002,880
7661,01830500,311
7662,01831109,81
7663,01831009,120
7664,01830909,124
7665,01830102,493
7666,01830700,206
7667,01830600,285
7668,01831209,41
7671,17000107,1296
7672,17000104,907
7675,17000205,53
7676,17000202,897
7678,01830301,632
7679,01830400,281
7681,17000402,2265
7683,17000302,1581
7685,01750401,172
7686,17000404,116
7687,01630900,296
7688,01630508,283
7691,01600501,1001
7692,01602001,272
7693,01602502,314
7694,01601701,467
7695,01602902,189
7696,01600601,94
7701,01600901,2220
7702,01600902,317
7705,16900300,96
7707,01600403,444
7711,01480201,924
7715,01800509,277
7721,01480104,861
7722,01480119,440
7731,01750103,711
7732,01750125,351
7734,01750901,60
7735,01750201,77
7736,01750301,59
7737,01750802,166
7738,01751102,120
7739,01751001,97
7741,01091000,1548
7742,01091003,1350
7751,01092022,1528
7753,01092026,254
7754,01092024,117
7755,01092028,112
7756,01092030,61
7761,01141000,1686
7764,01141003,195
7765,01143200,565
7766,01142100,328
7771,01602803,848
7772,01602807,1417
7773,01602808,1731
7775,01601901,366
7776,01602601,1094
7777,01602401,167
7778,01601801,70
7779,01601501,35
7781,01600801,88
7782,01600803,454
7783,01601202,766
7784,01600102,142
7785,01600301,12
7786,01601001,61
7787,01601401,58
7788,01600201,58
7791,01602101,190
7792,01602701,31
7793,01601601,121
7794,01602201,63
7795,01601101,42
7796,01601301,86
7797,01602301,151
7798,01600701,104
7811,01144000,2765
7812,01144600,4412
7813,01144900,754
7814,01145109,258
7815,01144200,3219
7821,01145300,250
7822,01144100,759
