pc4,buurt_key,address_count
4176,19600501,202
4181,19600600,680
4182,19600608,91
4184,19600603,429
4185,19600604,169
4191,19600004,1285
4194,19600402,926
4196,19600301,719
4197,19600300,262
4201,05120102,2403
4202,05120900,58
4203,05120700,110
4204,05120600,2830
4205,05120403,1640
4206,05120300,1299
4207,05121106,1035
4208,05121300,1489
4209,19781701,440
4211,19600902,296
4212,19600902,32
4213,05121200,353
4214,19601000,840
4221,19780702,370
4223,19780802,648
4225,19781406,395
4231,19610501,703
4233,19610302,858
4235,19610202,155
4241,19780104,1349
4243,19610901,227
4245,19611101,328
4247,19611301,220
4251,19590106,957
4254,19590201,1650
4255,19590301,1517
4261,19591402,1041
4264,19591301,921
4265,19591901,587
4266,19591701,350
4267,19591801,94
4268,19591601,269
4269,19591501,113
4271,19590501,1004
4273,19590401,1530
4281,19591101,1076
4283,19591001,557
4284,19590701,747
4285,19590602,1309
4286,19591202,659
4287,19590901,85
4288,19590801,108
4301,16760000,2211
4302,16760002,559
4303,16760007,443
4305,16760800,222
4306,16760600,1002
4307,16760700,878
4308,16760701,118
4311,16760500,1338
4315,16760300,374
4316,16760200,313
4317,16760400,175
4318,16760109,1005
4321,16761000,264
4322,16760900,1012
4323,16761100,242
4325,16761300,604
4326,16761400,108
4327,16761500,116
4328,16761200,1036
4331,06870003,1281
4332,06871213,1060
4333,06871111,836
4334,06871008,894
4335,06872031,1657
4336,06873041,851
4337,06873144,1466
